cmpcode,docnum,yr,period,doccode,adddate
MSO,112485,2024,8,API,2024-02-12
MSO,112486,2025,5,API,2024-11-08
MSO,112487,2025,2,API,2024-08-18
MSO,112488,2024,12,API,2024-06-12
MSO,112489,2024,12,API,2024-06-21
MSO,112490,2024,10,API,2024-04-09
FDN,111144,2024,7,API,2024-01-23
FDN,111145,2026,1,APC,2025-07-30
FDN,111146,2025,2,API,2024-08-26
FDN,111147,2024,6,API,2023-12-30
FDN,111148,2026,1,API,2025-07-23
FDN,111149,2024,2,API,2023-08-21
MSO,112491,2024,9,API,2024-03-28
MSO,112492,2024,4,API,2023-10-02
MSO,112493,2025,2,API,2024-08-09
MSO,112494,2025,4,API,2024-10-01
MSO,112495,2026,3,API,2025-09-21
MSO,112496,2025,9,API,2025-03-23
MSO,112497,2026,1,API,2025-07-11
MSO,112498,2025,1,API,2024-07-19
MSO,112499,2025,9,API,2025-03-22
MSO,112500,2025,8,API,2025-02-02
MSO,112501,2024,4,APC,2023-10-20
MSO,112502,2024,8,API,2024-02-27
FDN,111150,2024,12,APC,2024-06-26
FDN,111151,2024,10,API,2024-04-22
FDN,111152,2024,9,API,2024-03-15
FDN,111153,2026,1,API,2025-07-23
FDN,111154,2025,4,APC,2024-10-28
FDN,111155,2024,12,API,2024-06-05
FDN,111156,2024,12,API,2024-06-02
FDN,111157,2024,12,API,2024-06-08
FDN,111158,2025,10,API,2025-04-04
FDN,111159,2026,5,API,2025-11-03
MSO,112503,2025,2,APC,2024-08-28
MSO,112504,2025,5,API,2024-11-08
MSO,112505,2025,7,API,2025-01-11
MSO,112506,2025,3,API,2024-09-26
MSO,112507,2026,1,API,2025-07-12
FDN,111160,2025,7,APC,2025-01-31
FDN,111161,2026,4,API,2025-10-31
FDN,111162,2025,1,APC,2024-07-26
MSO,112508,2026,6,API,2025-12-06
MSO,112509,2024,12,API,2024-06-01
MSO,112510,2024,4,API,2023-10-08
MSO,112511,2026,3,API,2025-09-03
MSO,112512,2026,5,API,2025-11-03
MSO,112513,2026,5,APC,2025-11-10
MSO,112514,2025,1,API,2024-07-31
MSO,112515,2024,12,API,2024-06-17
MSO,112516,2024,5,API,2023-11-07
MSO,112517,2025,9,APC,2025-03-12
MSO,112518,2024,9,API,2024-03-17
MSO,112519,2024,8,API,2024-02-16
MSO,112520,2024,2,API,2023-08-23
MSO,112521,2025,6,API,2024-12-30
MSO,112522,2024,1,API,2023-07-09
MSO,112523,2025,3,API,2024-09-29
MSO,112524,2025,5,API,2024-11-18
MSO,112525,2024,9,API,2024-03-27
MSO,112526,2025,8,API,2025-02-23
MSO,112527,2025,10,API,2025-04-30
MSO,112528,2024,9,APC,2024-03-31
MSO,112529,2024,11,API,2024-05-06
MSO,112530,2024,9,APC,2024-03-26
MSO,112531,2026,1,API,2025-07-25
MSO,112532,2025,1,API,2024-07-15
MSO,112533,2025,9,API,2025-03-27
MSO,112534,2025,5,API,2024-11-28
MSO,112535,2026,5,API,2025-11-07
MSO,112536,2026,2,API,2025-08-30
MSO,112537,2026,5,API,2025-11-28
MSO,112538,2024,11,API,2024-05-25
MSO,112539,2026,3,API,2025-09-27
MSO,112540,2025,8,APC,2025-02-15
MSO,112541,2024,7,API,2024-01-18
FDN,111163,2026,1,API,2025-07-13
FDN,111164,2025,11,API,2025-05-17
FDN,111165,2025,5,API,2024-11-09
FDN,111166,2026,4,APC,2025-10-21
MSO,112542,2025,7,API,2025-01-17
MSO,112543,2026,1,API,2025-07-19
MSO,112544,2025,10,API,2025-04-10
MSO,112545,2025,9,API,2025-03-20
MSO,112546,2025,5,API,2024-11-24
MSO,112547,2025,10,API,2025-04-20
MSO,112548,2025,2,API,2024-08-30
MSO,112549,2025,3,API,2024-09-15
MSO,112550,2026,1,API,2025-07-01
MSO,112551,2024,12,API,2024-06-02
MSO,112552,2025,2,API,2024-08-16
FDN,111167,2025,5,API,2024-11-24
FDN,111168,2025,10,API,2025-04-19
FDN,111169,2025,7,API,2025-01-14
FDN,111170,2024,9,APC,2024-03-15
MSO,112553,2024,11,API,2024-05-01
MSO,112554,2025,9,API,2025-03-19
MSO,112555,2025,6,API,2024-12-25
MSO,112556,2026,4,API,2025-10-08
MSO,112557,2025,6,API,2024-12-18
MSO,112558,2024,4,API,2023-10-15
MSO,112559,2025,8,APC,2025-02-05
MSO,112560,2024,5,API,2023-11-21
MSO,112561,2025,10,API,2025-04-29
MSO,112562,2025,12,API,2025-06-01
MSO,112563,2025,9,API,2025-03-16
MSO,112564,2026,1,API,2025-07-28
MSO,112565,2026,2,API,2025-08-08
MSO,112566,2024,11,APC,2024-05-26
MSO,112567,2025,4,API,2024-10-02
MSO,112568,2024,10,API,2024-04-02
MSO,112569,2024,9,API,2024-03-24
MSO,112570,2026,1,APC,2025-07-11
MSO,112571,2026,3,API,2025-09-10
MSO,112572,2024,5,API,2023-11-24
MSO,112573,2025,8,API,2025-02-06
MSO,112574,2026,5,API,2025-11-13
MSO,112575,2025,8,API,2025-02-28
FDN,111171,2025,10,API,2025-04-08
FDN,111172,2025,10,API,2025-04-15
FDN,111173,2024,6,API,2023-12-12
FDN,111174,2025,6,API,2024-12-27
FDN,111175,2026,5,APC,2025-11-15
FDN,111176,2025,5,APC,2024-11-26
FDN,111177,2026,5,API,2025-11-15
FDN,111178,2024,7,API,2024-01-16
FDN,111179,2026,5,API,2025-11-01
FDN,111180,2025,2,API,2024-08-29
FDN,111181,2024,6,API,2023-12-20
FDN,111182,2025,3,APC,2024-09-02
FDN,111183,2025,3,APC,2024-09-12
FDN,111184,2025,9,API,2025-03-19
FDN,111185,2026,1,API,2025-07-05
FDN,111186,2024,10,APC,2024-04-08
FDN,111187,2025,12,API,2025-06-13
FDN,111188,2024,11,API,2024-05-25
FDN,111189,2025,12,APC,2025-06-08
FDN,111190,2024,10,API,2024-04-03
FDN,111191,2025,7,API,2025-01-15
MSO,112576,2024,10,APC,2024-04-17
MSO,112577,2025,12,API,2025-06-12
MSO,112578,2025,1,API,2024-07-13
MSO,112579,2024,11,API,2024-05-01
MSO,112580,2025,7,API,2025-01-01
MSO,112581,2025,2,APC,2024-08-10
MSO,112582,2025,7,API,2025-01-16
MSO,112583,2025,12,API,2025-06-21
MSO,112584,2025,6,API,2024-12-16
MSO,112585,2024,2,API,2023-08-23
MSO,112586,2024,12,API,2024-06-26
MSO,112587,2025,6,API,2024-12-12
MSO,112588,2024,12,APC,2024-06-22
MSO,112589,2025,3,API,2024-09-14
MSO,112590,2024,5,API,2023-11-28
MSO,112591,2025,1,API,2024-07-23
MSO,112592,2026,3,API,2025-09-25
MSO,112593,2024,9,API,2024-03-19
MSO,112594,2024,12,API,2024-06-17
MSO,112595,2025,10,API,2025-04-12
MSO,112596,2025,2,API,2024-08-21
MSO,112597,2025,2,API,2024-08-19
MSO,112598,2024,8,API,2024-02-10
MSO,112599,2025,3,API,2024-09-11
MSO,112600,2024,9,API,2024-03-23
MSO,112601,2024,9,API,2024-03-06
MSO,112602,2024,11,APC,2024-05-22
MSO,112603,2024,3,API,2023-09-24
MSO,112604,2024,6,API,2023-12-06
MSO,112605,2024,12,APC,2024-06-10
MSO,112606,2025,8,API,2025-02-14
MSO,112607,2025,6,API,2024-12-26
MSO,112608,2025,1,API,2024-07-08
MSO,112609,2025,11,API,2025-05-24
MSO,112610,2025,9,API,2025-03-28
MSO,112611,2025,7,API,2025-01-02
MSO,112612,2024,10,APC,2024-04-15
MSO,112613,2024,5,API,2023-11-09
MSO,112614,2024,9,API,2024-03-08
MSO,112615,2026,6,APC,2025-12-18
MSO,112616,2025,3,API,2024-09-07
MSO,112617,2026,4,APC,2025-10-26
MSO,112618,2025,7,API,2025-01-13
MSO,112619,2024,5,API,2023-11-27
MSO,112620,2024,8,API,2024-02-07
MSO,112621,2026,3,API,2025-09-11
MSO,112622,2025,7,APC,2025-01-18
MSO,112623,2024,12,API,2024-06-27
MSO,112624,2024,12,API,2024-06-05
MSO,112625,2025,6,API,2024-12-11
MSO,112626,2024,6,API,2023-12-23
MSO,112627,2025,1,API,2024-07-26
MSO,112628,2026,3,API,2025-09-17
MSO,112629,2024,10,API,2024-04-09
MSO,112630,2025,7,API,2025-01-24
MSO,112631,2024,4,APC,2023-10-13
MSO,112632,2026,4,API,2025-10-22
MSO,112633,2025,11,API,2025-05-12
MSO,112634,2025,7,API,2025-01-06
MSO,112635,2025,7,API,2025-01-07
MSO,112636,2025,9,API,2025-03-09
MSO,112637,2026,4,APC,2025-10-14
MSO,112638,2025,10,API,2025-04-20
MSO,112639,2025,6,APC,2024-12-23
MSO,112640,2026,5,API,2025-11-14
MSO,112641,2026,5,APC,2025-11-04
MSO,112642,2026,3,APC,2025-09-05
MSO,112643,2025,11,API,2025-05-14
MSO,112644,2024,9,APC,2024-03-15
MSO,112645,2024,12,API,2024-06-21
MSO,112646,2026,4,API,2025-10-05
MSO,112647,2026,1,APC,2025-07-14
MSO,112648,2026,3,API,2025-09-18
MSO,112649,2025,11,API,2025-05-20
MSO,112650,2024,8,API,2024-02-26
MSO,112651,2025,1,API,2024-07-29
MSO,112652,2025,5,API,2024-11-01
MSO,112653,2025,10,API,2025-04-12
MSO,112654,2025,11,API,2025-05-20
MSO,112655,2026,5,API,2025-11-16
MSO,112656,2025,7,API,2025-01-23
MSO,112657,2024,1,APC,2023-07-18
MSO,112658,2025,8,API,2025-02-22
MSO,112659,2024,11,API,2024-05-26
MSO,112660,2024,9,API,2024-03-23
MSO,112661,2025,7,API,2025-01-15
MSO,112662,2025,8,APC,2025-02-04
MSO,112663,2026,1,API,2025-07-22
MSO,112664,2025,5,API,2024-11-07
MSO,112665,2025,6,API,2024-12-07
MSO,112666,2025,10,API,2025-04-20
MSO,112667,2024,4,API,2023-10-17
MSO,112668,2026,3,API,2025-09-19
FDN,111192,2024,5,API,2023-11-06
FDN,111193,2024,10,APC,2024-04-15
FDN,111194,2025,11,API,2025-05-24
FDN,111195,2025,6,API,2024-12-24
FDN,111196,2025,2,API,2024-08-25
FDN,111197,2025,5,API,2024-11-19
FDN,111198,2026,5,API,2025-11-23
FDN,111199,2025,7,API,2025-01-04
FDN,111200,2024,3,API,2023-09-22
FDN,111201,2024,5,API,2023-11-13
FDN,111202,2026,4,API,2025-10-30
FDN,111203,2025,1,API,2024-07-31
FDN,111204,2024,4,API,2023-10-14
FDN,111205,2025,8,APC,2025-02-26
FDN,111206,2025,9,API,2025-03-19
FDN,111207,2024,4,API,2023-10-01
MSO,112669,2025,8,API,2025-02-12
MSO,112670,2025,4,API,2024-10-03
MSO,112671,2025,11,API,2025-05-07
MSO,112672,2025,3,API,2024-09-19
MSO,112673,2024,4,APC,2023-10-24
MSO,112674,2025,12,APC,2025-06-12
MSO,112675,2025,7,API,2025-01-08
MSO,112676,2024,2,API,2023-08-26
MSO,112677,2026,4,API,2025-10-22
MSO,112678,2024,8,API,2024-02-28
MSO,112679,2026,3,API,2025-09-21
MSO,112680,2025,4,API,2024-10-13
MSO,112681,2025,8,APC,2025-02-12
FDN,111208,2024,7,APC,2024-01-24
FDN,111209,2025,4,API,2024-10-14
FDN,111210,2024,12,API,2024-06-02
FDN,111211,2025,1,APC,2024-07-27
FDN,111212,2025,2,API,2024-08-29
FDN,111213,2025,4,API,2024-10-15
FDN,111214,2024,11,API,2024-05-27
FDN,111215,2024,9,API,2024-03-24
FDN,111216,2025,5,API,2024-11-21
FDN,111217,2026,6,APC,2025-12-20
FDN,111218,2025,10,API,2025-04-30
MSO,112682,2024,7,APC,2024-01-28
MSO,112683,2025,3,API,2024-09-07
MSO,112684,2025,6,API,2024-12-08
MSO,112685,2025,8,API,2025-02-28
MSO,112686,2024,6,API,2023-12-03
MSO,112687,2024,3,APC,2023-09-02
MSO,112688,2025,2,API,2024-08-31
FDN,111219,2026,3,API,2025-09-18
FDN,111220,2025,9,API,2025-03-16
MSO,112689,2024,4,API,2023-10-11
MSO,112690,2024,12,API,2024-06-15
MSO,112691,2025,7,API,2025-01-13
MSO,112692,2024,11,APC,2024-05-03
MSO,112693,2026,1,API,2025-07-29
MSO,112694,2024,7,API,2024-01-04
MSO,112695,2025,7,API,2025-01-29
MSO,112696,2025,5,API,2024-11-21
MSO,112697,2026,1,APC,2025-07-02
MSO,112698,2025,7,API,2025-01-25
MSO,112699,2025,1,API,2024-07-28
MSO,112700,2026,3,API,2025-09-12
MSO,112701,2025,8,API,2025-02-26
MSO,112702,2025,2,APC,2024-08-21
FDN,111221,2024,12,API,2024-06-09
FDN,111222,2024,7,APC,2024-01-28
FDN,111223,2024,9,API,2024-03-29
FDN,111224,2025,8,APC,2025-02-16
FDN,111225,2024,12,APC,2024-06-07
FDN,111226,2024,6,API,2023-12-30
FDN,111227,2025,3,API,2024-09-27
FDN,111228,2024,1,APC,2023-07-26
MSO,112703,2025,9,API,2025-03-18
MSO,112704,2026,5,APC,2025-11-07
MSO,112705,2025,12,API,2025-06-20
MSO,112706,2025,11,API,2025-05-22
MSO,112707,2024,6,API,2023-12-05
MSO,112708,2025,2,API,2024-08-17
MSO,112709,2026,5,API,2025-11-29
MSO,112710,2025,2,API,2024-08-28
MSO,112711,2025,2,API,2024-08-22
MSO,112712,2025,9,API,2025-03-31
MSO,112713,2025,12,API,2025-06-15
MSO,112714,2025,2,API,2024-08-01
MSO,112715,2025,8,API,2025-02-11
FDN,111229,2025,1,API,2024-07-27
FDN,111230,2025,3,API,2024-09-04
FDN,111231,2024,6,API,2023-12-21
FDN,111232,2025,1,API,2024-07-22
FDN,111233,2024,7,API,2024-01-12
FDN,111234,2026,4,API,2025-10-22
FDN,111235,2024,6,API,2023-12-26
FDN,111236,2025,12,API,2025-06-11
FDN,111237,2024,6,APC,2023-12-05
FDN,111238,2024,6,APC,2023-12-26
FDN,111239,2024,11,API,2024-05-31
FDN,111240,2024,5,API,2023-11-18
FDN,111241,2026,5,API,2025-11-08
FDN,111242,2026,5,API,2025-11-12
FDN,111243,2026,3,API,2025-09-20
FDN,111244,2024,8,API,2024-02-27
FDN,111245,2025,1,API,2024-07-22
FDN,111246,2026,3,API,2025-09-27
FDN,111247,2024,10,APC,2024-04-05
FDN,111248,2025,8,API,2025-02-26
FDN,111249,2024,10,API,2024-04-20
FDN,111250,2025,8,API,2025-02-10
FDN,111251,2025,9,API,2025-03-05
FDN,111252,2025,3,APC,2024-09-23
FDN,111253,2026,4,API,2025-10-21
FDN,111254,2025,3,API,2024-09-15
FDN,111255,2024,12,API,2024-06-20
FDN,111256,2026,3,API,2025-09-30
FDN,111257,2025,2,API,2024-08-07
FDN,111258,2025,9,APC,2025-03-19
FDN,111259,2026,2,API,2025-08-23
MSO,112716,2025,8,API,2025-02-04
MSO,112717,2024,5,API,2023-11-25
MSO,112718,2024,4,API,2023-10-04
MSO,112719,2025,2,API,2024-08-29
MSO,112720,2025,3,API,2024-09-05
MSO,112721,2024,12,APC,2024-06-09
MSO,112722,2024,9,API,2024-03-27
FDN,111260,2025,12,API,2025-06-21
FDN,111261,2026,3,API,2025-09-13
FDN,111262,2025,4,API,2024-10-14
FDN,111263,2025,8,API,2025-02-06
FDN,111264,2025,11,API,2025-05-15
FDN,111265,2024,9,APC,2024-03-07
FDN,111266,2024,4,API,2023-10-29
FDN,111267,2025,12,APC,2025-06-17
FDN,111268,2024,9,API,2024-03-31
FDN,111269,2025,7,API,2025-01-01
FDN,111270,2024,2,API,2023-08-16
FDN,111271,2025,6,API,2024-12-05
FDN,111272,2024,11,APC,2024-05-05
FDN,111273,2025,1,API,2024-07-20
FDN,111274,2025,6,APC,2024-12-04
FDN,111275,2025,10,API,2025-04-30
FDN,111276,2025,5,APC,2024-11-12
FDN,111277,2025,8,API,2025-02-23
FDN,111278,2025,4,API,2024-10-10
FDN,111279,2026,3,API,2025-09-02
FDN,111280,2026,5,API,2025-11-05
FDN,111281,2024,7,API,2024-01-04
FDN,111282,2026,2,APC,2025-08-03
FDN,111283,2025,6,API,2024-12-19
FDN,111284,2025,3,API,2024-09-01
FDN,111285,2025,1,API,2024-07-07
FDN,111286,2024,10,APC,2024-04-13
FDN,111287,2025,11,API,2025-05-24
FDN,111288,2025,8,API,2025-02-07
FDN,111289,2025,6,API,2024-12-13
FDN,111290,2024,3,API,2023-09-27
FDN,111291,2025,9,API,2025-03-07
FDN,111292,2025,12,API,2025-06-12
FDN,111293,2024,10,API,2024-04-23
FDN,111294,2025,5,API,2024-11-19
FDN,111295,2025,1,API,2024-07-19
FDN,111296,2024,11,API,2024-05-23
FDN,111297,2025,6,API,2024-12-26
FDN,111298,2025,11,API,2025-05-31
FDN,111299,2026,4,APC,2025-10-20
MSO,112723,2025,8,API,2025-02-11
MSO,112724,2025,4,API,2024-10-16
MSO,112725,2024,10,APC,2024-04-01
MSO,112726,2026,2,API,2025-08-06
MSO,112727,2026,5,API,2025-11-14
FDN,111300,2024,11,API,2024-05-12
MSO,112728,2024,12,API,2024-06-12
MSO,112729,2024,9,API,2024-03-28
MSO,112730,2024,12,APC,2024-06-12
MSO,112731,2024,12,API,2024-06-30
MSO,112732,2026,4,API,2025-10-14
MSO,112733,2024,6,API,2023-12-26
MSO,112734,2026,1,API,2025-07-17
MSO,112735,2025,9,API,2025-03-05
MSO,112736,2025,11,API,2025-05-13
MSO,112737,2024,8,API,2024-02-21
MSO,112738,2026,4,API,2025-10-09
MSO,112739,2026,6,APC,2025-12-18
MSO,112740,2026,2,APC,2025-08-23
MSO,112741,2026,5,API,2025-11-20
FDN,111301,2024,3,API,2023-09-22
FDN,111302,2025,11,API,2025-05-11
FDN,111303,2024,9,API,2024-03-04
FDN,111304,2025,11,API,2025-05-02
FDN,111305,2025,10,API,2025-04-03
FDN,111306,2025,9,API,2025-03-16
FDN,111307,2024,8,API,2024-02-05
FDN,111308,2024,4,APC,2023-10-02
FDN,111309,2025,1,API,2024-07-21
FDN,111310,2024,12,API,2024-06-18
FDN,111311,2025,10,APC,2025-04-14
FDN,111312,2025,4,API,2024-10-05
FDN,111313,2024,1,API,2023-07-21
FDN,111314,2024,9,API,2024-03-23
FDN,111315,2025,9,API,2025-03-12
FDN,111316,2024,8,API,2024-02-11
FDN,111317,2024,5,API,2023-11-04
FDN,111318,2025,6,API,2024-12-14
FDN,111319,2024,8,API,2024-02-07
FDN,111320,2026,6,API,2025-12-08
FDN,111321,2024,8,APC,2024-02-16
FDN,111322,2025,12,APC,2025-06-09
FDN,111323,2024,7,APC,2024-01-09
FDN,111324,2025,2,API,2024-08-01
MSO,112742,2026,6,API,2025-12-14
MSO,112743,2025,9,API,2025-03-02
MSO,112744,2024,4,APC,2023-10-06
MSO,112745,2025,11,API,2025-05-12
MSO,112746,2025,10,API,2025-04-22
MSO,112747,2026,1,API,2025-07-25
MSO,112748,2025,8,API,2025-02-16
MSO,112749,2025,7,API,2025-01-14
MSO,112750,2025,1,API,2024-07-05
MSO,112751,2025,6,API,2024-12-29
MSO,112752,2025,3,API,2024-09-05
MSO,112753,2024,4,API,2023-10-04
MSO,112754,2024,7,API,2024-01-28
MSO,112755,2025,1,API,2024-07-20
MSO,112756,2025,7,API,2025-01-13
MSO,112757,2025,6,API,2024-12-23
MSO,112758,2026,4,API,2025-10-18
MSO,112759,2026,2,APC,2025-08-14
MSO,112760,2025,6,API,2024-12-12
MSO,112761,2024,11,API,2024-05-10
MSO,112762,2024,7,API,2024-01-02
MSO,112763,2025,2,APC,2024-08-17
MSO,112764,2024,11,API,2024-05-11
MSO,112765,2025,1,APC,2024-07-14
MSO,112766,2025,6,API,2024-12-18
MSO,112767,2024,2,APC,2023-08-20
MSO,112768,2025,1,API,2024-07-12
MSO,112769,2025,12,API,2025-06-18
MSO,112770,2024,9,APC,2024-03-20
MSO,112771,2024,12,API,2024-06-01
MSO,112772,2024,9,APC,2024-03-15
MSO,112773,2026,2,APC,2025-08-06
MSO,112774,2026,5,API,2025-11-17
MSO,112775,2024,12,APC,2024-06-16
MSO,112776,2025,8,API,2025-02-16
MSO,112777,2024,12,API,2024-06-28
MSO,112778,2025,5,API,2024-11-21
MSO,112779,2025,3,API,2024-09-21
MSO,112780,2026,5,API,2025-11-09
MSO,112781,2025,7,API,2025-01-09
MSO,112782,2025,4,API,2024-10-08
MSO,112783,2025,10,API,2025-04-06
MSO,112784,2026,1,APC,2025-07-19
MSO,112785,2026,5,API,2025-11-21
MSO,112786,2025,2,API,2024-08-24
MSO,112787,2025,7,API,2025-01-13
MSO,112788,2025,11,APC,2025-05-20
MSO,112789,2025,11,API,2025-05-02
MSO,112790,2026,6,API,2025-12-13
MSO,112791,2026,3,API,2025-09-11
MSO,112792,2025,12,API,2025-06-21
MSO,112793,2024,7,API,2024-01-20
MSO,112794,2025,8,API,2025-02-18
FDN,111325,2024,8,API,2024-02-12
FDN,111326,2025,4,API,2024-10-06
FDN,111327,2024,9,API,2024-03-01
FDN,111328,2024,2,API,2023-08-21
FDN,111329,2025,12,APC,2025-06-08
FDN,111330,2024,8,API,2024-02-15
FDN,111331,2024,11,API,2024-05-13
FDN,111332,2025,6,APC,2024-12-04
FDN,111333,2025,4,APC,2024-10-17
FDN,111334,2025,11,API,2025-05-01
FDN,111335,2025,4,API,2024-10-30
FDN,111336,2025,4,API,2024-10-28
FDN,111337,2025,7,API,2025-01-23
FDN,111338,2024,7,API,2024-01-02
MSO,112795,2025,7,API,2025-01-10
MSO,112796,2024,1,APC,2023-07-06
MSO,112797,2025,3,API,2024-09-09
MSO,112798,2025,5,API,2024-11-16
MSO,112799,2025,12,API,2025-06-03
MSO,112800,2026,2,API,2025-08-28
MSO,112801,2024,12,API,2024-06-02
FDN,111339,2024,5,API,2023-11-22
FDN,111340,2024,6,API,2023-12-05
FDN,111341,2025,2,API,2024-08-02
FDN,111342,2025,4,API,2024-10-09
FDN,111343,2025,9,API,2025-03-02
FDN,111344,2026,4,API,2025-10-04
MSO,112802,2024,6,API,2023-12-25
MSO,112803,2024,12,APC,2024-06-28
MSO,112804,2025,4,API,2024-10-10
MSO,112805,2024,6,APC,2023-12-03
MSO,112806,2024,11,API,2024-05-12
MSO,112807,2024,12,API,2024-06-18
MSO,112808,2024,11,API,2024-05-06
MSO,112809,2026,5,API,2025-11-03
FDN,111345,2025,11,API,2025-05-03
FDN,111346,2025,10,API,2025-04-11
FDN,111347,2026,5,APC,2025-11-12
FDN,111348,2024,9,API,2024-03-07
FDN,111349,2025,4,API,2024-10-27
FDN,111350,2025,10,API,2025-04-21
FDN,111351,2026,2,API,2025-08-28
FDN,111352,2025,3,API,2024-09-24
FDN,111353,2026,3,API,2025-09-23
FDN,111354,2025,12,API,2025-06-01
FDN,111355,2025,1,API,2024-07-04
FDN,111356,2025,6,API,2024-12-16
FDN,111357,2024,12,APC,2024-06-28
FDN,111358,2025,11,API,2025-05-19
FDN,111359,2025,7,API,2025-01-12
MSO,112810,2026,1,API,2025-07-11
MSO,112811,2025,2,API,2024-08-11
MSO,112812,2025,7,API,2025-01-06
MSO,112813,2026,1,API,2025-07-01
MSO,112814,2025,5,API,2024-11-12
MSO,112815,2025,5,APC,2024-11-05
MSO,112816,2024,7,API,2024-01-18
MSO,112817,2025,7,API,2025-01-24
MSO,112818,2024,5,API,2023-11-03
MSO,112819,2025,3,API,2024-09-21
MSO,112820,2024,9,API,2024-03-02
MSO,112821,2025,5,API,2024-11-25
FDN,111360,2025,8,API,2025-02-16
FDN,111361,2024,10,APC,2024-04-29
FDN,111362,2024,2,API,2023-08-21
FDN,111363,2025,4,API,2024-10-06
FDN,111364,2024,11,API,2024-05-25
FDN,111365,2025,9,APC,2025-03-01
FDN,111366,2024,12,APC,2024-06-08
FDN,111367,2026,1,API,2025-07-25
FDN,111368,2026,1,APC,2025-07-06
FDN,111369,2024,6,APC,2023-12-04
FDN,111370,2025,1,API,2024-07-21
MSO,112822,2025,12,API,2025-06-09
MSO,112823,2024,6,API,2023-12-14
MSO,112824,2026,1,API,2025-07-06
MSO,112825,2025,12,APC,2025-06-12
MSO,112826,2025,11,API,2025-05-01
MSO,112827,2025,5,API,2024-11-04
MSO,112828,2025,2,API,2024-08-06
MSO,112829,2025,3,API,2024-09-04
MSO,112830,2026,5,API,2025-11-21
MSO,112831,2025,3,API,2024-09-15
MSO,112832,2026,3,API,2025-09-02
MSO,112833,2024,7,API,2024-01-23
MSO,112834,2025,7,API,2025-01-23
MSO,112835,2026,1,API,2025-07-02
MSO,112836,2026,1,API,2025-07-22
MSO,112837,2025,7,API,2025-01-08
MSO,112838,2024,11,API,2024-05-04
MSO,112839,2024,7,API,2024-01-28
MSO,112840,2025,2,API,2024-08-23
MSO,112841,2025,4,API,2024-10-27
MSO,112842,2025,10,API,2025-04-16
FDN,111371,2026,5,API,2025-11-20
FDN,111372,2026,1,API,2025-07-12
FDN,111373,2025,6,API,2024-12-22
FDN,111374,2025,4,API,2024-10-29
FDN,111375,2024,6,API,2023-12-08
FDN,111376,2024,9,API,2024-03-08
FDN,111377,2024,7,APC,2024-01-15
FDN,111378,2025,8,API,2025-02-26
FDN,111379,2025,12,API,2025-06-22
FDN,111380,2024,11,API,2024-05-07
FDN,111381,2025,12,API,2025-06-21
FDN,111382,2025,1,APC,2024-07-27
FDN,111383,2024,9,API,2024-03-26
FDN,111384,2026,5,API,2025-11-08
FDN,111385,2025,3,API,2024-09-29
FDN,111386,2025,7,API,2025-01-06
FDN,111387,2024,8,API,2024-02-27
FDN,111388,2024,7,API,2024-01-23
FDN,111389,2024,12,APC,2024-06-25
FDN,111390,2025,8,APC,2025-02-05
FDN,111391,2024,12,API,2024-06-29
FDN,111392,2024,9,API,2024-03-23
FDN,111393,2024,12,API,2024-06-28
FDN,111394,2026,1,APC,2025-07-11
FDN,111395,2025,6,APC,2024-12-23
FDN,111396,2025,9,API,2025-03-25
FDN,111397,2025,10,API,2025-04-22
FDN,111398,2025,10,API,2025-04-13
FDN,111399,2025,1,API,2024-07-05
FDN,111400,2025,1,API,2024-07-23
FDN,111401,2025,2,API,2024-08-24
FDN,111402,2025,8,API,2025-02-23
FDN,111403,2024,3,API,2023-09-26
FDN,111404,2025,3,API,2024-09-05
FDN,111405,2024,11,API,2024-05-20
FDN,111406,2025,6,API,2024-12-11
FDN,111407,2025,1,API,2024-07-18
FDN,111408,2024,5,API,2023-11-20
FDN,111409,2024,8,APC,2024-02-01
FDN,111410,2024,12,APC,2024-06-15
FDN,111411,2024,8,API,2024-02-03
FDN,111412,2025,6,APC,2024-12-16
FDN,111413,2026,4,API,2025-10-01
FDN,111414,2024,9,API,2024-03-20
FDN,111415,2025,3,API,2024-09-19
MSO,112843,2024,9,API,2024-03-01
MSO,112844,2025,5,APC,2024-11-15
MSO,112845,2025,10,APC,2025-04-14
MSO,112846,2024,5,API,2023-11-10
MSO,112847,2025,2,API,2024-08-27
MSO,112848,2026,1,API,2025-07-27
MSO,112849,2025,1,API,2024-07-24
MSO,112850,2025,10,API,2025-04-26
MSO,112851,2025,10,API,2025-04-26
MSO,112852,2024,3,APC,2023-09-03
MSO,112853,2025,3,API,2024-09-09
MSO,112854,2026,3,API,2025-09-06
MSO,112855,2025,3,API,2024-09-09
MSO,112856,2024,11,API,2024-05-02
MSO,112857,2024,9,API,2024-03-16
MSO,112858,2024,5,API,2023-11-16
MSO,112859,2024,6,API,2023-12-18
MSO,112860,2024,6,API,2023-12-12
MSO,112861,2024,4,API,2023-10-24
MSO,112862,2024,7,API,2024-01-13
MSO,112863,2024,1,API,2023-07-25
MSO,112864,2025,3,API,2024-09-27
MSO,112865,2026,5,API,2025-11-08
MSO,112866,2024,11,API,2024-05-20
MSO,112867,2025,8,API,2025-02-08
MSO,112868,2025,4,API,2024-10-03
MSO,112869,2025,9,API,2025-03-07
MSO,112870,2025,7,API,2025-01-08
MSO,112871,2025,6,API,2024-12-05
