spend_rank,vendor_code,vendor_name,total_spend,paid_lines,pct_of_total,running_pct_of_total
1370,V1786,Precision Office Supply Inc 1421,38173.5,11,0.0005,99.8166
1371,V0489,Apex Professional Services Inc 0191,38162.0,12,0.0005,99.8172
1372,V3318,Premier MedTech Group 1429,38100.82,11,0.0005,99.8177
1373,V1160,Premier Workforce Solutions Corp 2680,37925.42,11,0.0005,99.8182
1374,V1735,Trinity Print Services Ltd 2423,37916.49,9,0.0005,99.8188
1375,V1309,Southpoint Drug Supply Co 1903,37860.04,12,0.0005,99.8193
1376,V0001,Dominion Staffing Group Co 0678,37582.65,24,0.0005,99.8198
1377,V0163,Coastal Clinical Reagents Corp 2886,36856.51,12,0.0005,99.8203
1378,V1166,Southpoint Business Products LLC 1919,36788.9,10,0.0005,99.8208
1379,V0866,Advanced Travel Services Holdings 0107,36681.29,10,0.0005,99.8213
1380,V1048,Dominion Healthcare Staffing LLC 1876,36659.69,14,0.0005,99.8218
1381,V2235,Integrated Locum Partners LP 0080,36314.29,12,0.0005,99.8223
1382,V2663,Cornerstone Cloud Services Inc 3206,36281.46,23,0.0005,99.8228
1383,V1192,Vanguard Cloud Services Ltd 2719,36230.47,15,0.0005,99.8233
1384,V0141,Cascade Mechanical Group Inc 0099,36189.67,13,0.0005,99.8238
1385,V1422,Northgate Facilities Services Co 0297,36155.78,8,0.0005,99.8243
1386,V3257,Trinity Diagnostics Corp 0478,35699.62,12,0.0005,99.8248
1387,V2654,Cascade Healthcare Staffing Holdings 2684,35645.42,9,0.0005,99.8253
1388,V3259,Advanced Property Mgmt LP 3483,35625.07,22,0.0005,99.8258
1389,V0658,Lakeshore BioSupply Corp 1015,35556.79,9,0.0005,99.8263
1390,V2400,Brightline Environmental Svcs LLC 2318,35372.91,19,0.0005,99.8268
1391,V0114,Advanced Partners LLP LP 2164,35284.79,8,0.0005,99.8273
1392,V0680,Frontier Data Systems Ltd 3020,35207.63,9,0.0005,99.8278
1393,V3445,Continental Print Services LP 0951,35074.02,17,0.0005,99.8283
1394,V1822,Atlas Environmental Svcs Ltd 2466,34950.27,12,0.0005,99.8287
1395,V0855,Evergreen MedTech Group 2444,34845.7,18,0.0005,99.8292
1396,V0365,Ironwood Partners LLP Co 2646,34796.42,10,0.0005,99.8297
1397,V0684,Coastal Data Systems Corp 0902,34793.48,17,0.0005,99.8302
1398,V0589,Cornerstone Medical Devices Group 2640,34606.4,12,0.0005,99.8307
1399,V1415,Riverside Medical Devices Holdings 2765,34586.3,13,0.0005,99.8311
1400,V2515,Coastal Clinical Reagents Group 0164,34546.66,13,0.0005,99.8316
1401,V2646,Highland Print Services Inc 3217,34499.66,11,0.0005,99.8321
1402,V0734,Metro Health IT LLC 3259,34444.72,12,0.0005,99.8326
1403,V2865,Highland Health IT Co 1146,34272.02,9,0.0005,99.833
1404,V3098,Meridian Health IT Holdings 1949,34197.36,14,0.0005,99.8335
1405,V3446,Cornerstone Clinical Reagents Holdings 1993,34091.94,13,0.0005,99.834
1406,V2383,Southpoint Diagnostics Ltd 1579,34073.82,9,0.0005,99.8345
1407,V0847,Frontier Data Systems Holdings 1778,34020.22,7,0.0005,99.8349
1408,V3363,Reliable Professional Services Co 3152,33968.43,11,0.0005,99.8354
1409,V1358,Highland Property Mgmt Ltd 1222,33877.64,13,0.0005,99.8359
1410,V0731,Reliable BioSupply LLC 1329,33797.46,18,0.0005,99.8363
1411,V2651,Sterling Energy Services LP 2579,33793.91,9,0.0005,99.8368
1412,V2903,Frontier Surgical Systems Group 3378,33792.71,8,0.0005,99.8373
1413,V2543,Harbor Clinical Reagents Co 2877,33683.65,12,0.0005,99.8377
1414,V1182,Cornerstone Surgical Systems Corp 2197,33665.2,14,0.0005,99.8382
1415,V1353,Cardinal Diagnostics Supply Corp 0607,33537.0,15,0.0005,99.8387
1416,V2606,Vertex MedTech LLC 0866,33426.02,12,0.0005,99.8391
1417,V1173,Sterling BioSupply Inc 3488,33226.65,15,0.0005,99.8396
1418,V0989,Apex Clinical Reagents Inc 0202,33123.03,14,0.0005,99.84
1419,V1842,Sterling Property Mgmt Holdings 3495,33039.78,12,0.0005,99.8405
1420,V3150,Ironwood Implant Solutions Ltd 0553,32725.83,16,0.0005,99.841
1421,V1018,Meridian Business Products Group 0358,32680.81,18,0.0005,99.8414
1422,V3121,Metro Diagnostics Ltd 2838,32626.56,10,0.0005,99.8419
1423,V1363,Brightline Associates Holdings 2914,32447.77,8,0.0004,99.8423
1424,V0697,Precision Staffing Group Group 3288,32410.87,11,0.0004,99.8428
1425,V1873,Liberty Power & Light LLC 1705,32322.9,11,0.0004,99.8432
1426,V3424,Harbor Technology Group LLC 3383,32112.4,14,0.0004,99.8436
1427,V1208,Sterling Building Maintenance Group 3358,32032.88,11,0.0004,99.8441
1428,V0105,Frontier Workforce Solutions Group 1929,31978.14,17,0.0004,99.8445
1429,V3218,Advanced Pharma Distribution Corp 0141,31950.0,10,0.0004,99.845
1430,V3132,Precision Travel Services Corp 1865,31796.71,22,0.0004,99.8454
1431,V1691,Cardinal Print Services Inc 0766,31692.35,8,0.0004,99.8459
1432,V2069,Advanced BioSupply Co 3067,31621.27,12,0.0004,99.8463
1433,V2535,Beacon Lodging Partners Ltd 2065,31546.04,14,0.0004,99.8467
1434,V0508,Evergreen Print Services Group 1933,31535.23,21,0.0004,99.8472
1435,V0011,Summit Health IT Holdings 1217,31496.38,20,0.0004,99.8476
1436,V0869,National Drug Supply Ltd 0717,31474.37,11,0.0004,99.848
1437,V0335,Cardinal Medical Devices Holdings 3308,31271.66,14,0.0004,99.8485
1438,V0733,Frontier Medical Devices Ltd 1192,31177.27,12,0.0004,99.8489
1439,V2593,Ironwood Partners LLP LP 1254,31151.85,12,0.0004,99.8493
1440,V0448,United Advisory Partners LLC 3393,31097.32,6,0.0004,99.8498
1441,V1265,Vertex Professional Services Ltd 0015,30990.61,8,0.0004,99.8502
1442,V0059,Bluegrass Implant Solutions Ltd 1082,30967.47,17,0.0004,99.8506
1443,V0298,Harbor Print Services Holdings 1530,30943.49,16,0.0004,99.851
1444,V1947,Beacon Medical Devices Holdings 0344,30770.83,16,0.0004,99.8515
1445,V2347,Paramount General Supply LLC 3420,30759.72,14,0.0004,99.8519
1446,V2245,Evergreen Software Solutions Ltd 0330,30674.82,15,0.0004,99.8523
1447,V3174,Trinity Power & Light LLC 1234,30564.85,11,0.0004,99.8527
1448,V0101,Premier Hospitality Group Ltd 0497,30441.92,7,0.0004,99.8532
1449,V2563,Highland Healthcare Staffing Inc 1473,30439.54,21,0.0004,99.8536
1450,V0040,Brightline Professional Services Group 0268,30369.85,14,0.0004,99.854
1451,V1768,Integrated Pharma Distribution Holdings 1116,30345.17,19,0.0004,99.8544
1452,V1015,Trinity Lab Solutions Holdings 2835,30307.08,19,0.0004,99.8548
1453,V1222,Vanguard Diagnostics LP 0990,30235.17,15,0.0004,99.8553
1454,V2303,Reliable Building Maintenance LLC 2885,29956.76,15,0.0004,99.8557
1455,V1828,Keystone Mechanical Group LP 0339,29733.85,10,0.0004,99.8561
1456,V1593,Horizon Lodging Partners Inc 3484,29683.73,13,0.0004,99.8565
1457,V2378,Paramount Partners LLP Group 0750,29657.68,15,0.0004,99.8569
1458,V3224,National Partners LLP Holdings 3494,29579.73,11,0.0004,99.8573
1459,V0118,Coastal Staffing Group Group 0182,29438.02,13,0.0004,99.8577
1460,V0132,Liberty Conference Group LP 2066,29383.83,7,0.0004,99.8581
1461,V1819,Brightline Building Maintenance LLC 3214,29328.48,9,0.0004,99.8585
1462,V1601,Liberty Hospitality Group Ltd 0731,29251.65,13,0.0004,99.8589
1463,V0999,Pinnacle Power & Light Co 2457,29198.29,18,0.0004,99.8593
1464,V0877,Allied Cloud Services Inc 1935,29082.3,17,0.0004,99.8597
1465,V3241,Northgate General Supply Inc 0479,29037.64,9,0.0004,99.8601
1466,V1482,Trinity Pharmaceuticals Group 0859,29000.74,10,0.0004,99.8605
1467,V3529,Apex  RX Wholesale LP 2157,28987.58,9,0.0004,99.861
1468,V1304,Reliable Laboratory Supply LLC 2598,28881.49,19,0.0004,99.8613
1469,V0071,Sterling Diagnostics Group 1400,28881.29,13,0.0004,99.8617
1470,V0747,Liberty Laboratory Supply Inc 2616,28868.78,16,0.0004,99.8621
1471,V3226,Evergreen Office Supply Holdings 2210,28754.45,11,0.0004,99.8625
1472,V1365,Continental Property Mgmt Group 1111,28618.26,25,0.0004,99.8629
1473,V2761,Regional Associates Holdings 3176,28450.32,14,0.0004,99.8633
1474,V0706,Atlas Property Mgmt Ltd 1882,28194.19,10,0.0004,99.8637
1475,V1046,Vanguard Clinical Reagents Co 2290,28149.03,7,0.0004,99.8641
1476,V3110,Liberty Lodging Partners LP 1143,28080.98,15,0.0004,99.8645
1477,V3156,Keystone BioSupply Corp 2771,28044.06,15,0.0004,99.8649
1478,V0604,Horizon Staffing Group Holdings 2534,28032.81,18,0.0004,99.8653
1479,V1992,Atlas Consulting Group Corp 3307,27909.88,15,0.0004,99.8657
1480,V3535,Allied  Technology Group LLC 1978,27905.21,10,0.0004,99.8661
1481,V1373,Highland Technology Group Holdings 2377,27883.26,6,0.0004,99.8664
1482,V2898,Highland Diagnostics Inc 0498,27881.14,19,0.0004,99.8668
1483,V0838,Highland Gas Company Co 1816,27880.54,17,0.0004,99.8672
1484,V1343,Horizon Environmental Svcs Corp 1656,27698.36,22,0.0004,99.8676
1485,V2164,Trinity Cloud Services Group 1504,27643.74,11,0.0004,99.868
1486,V3163,Allied Implant Solutions Inc 3322,27642.69,10,0.0004,99.8684
1487,V0455,National Pharmaceuticals LLC 2720,27397.65,14,0.0004,99.8687
1488,V2965,Highland Lab Solutions Group 1382,27392.8,6,0.0004,99.8691
1489,V0275,Beacon Consulting Group Co 3205,27366.81,10,0.0004,99.8695
1490,V3225,Evergreen Surgical Systems Holdings 1292,27347.5,12,0.0004,99.8699
1491,V2176,Heritage Building Maintenance LLC 0775,27240.77,12,0.0004,99.8702
1492,V3246,United Mechanical Group LLC 0090,27169.27,18,0.0004,99.8706
1493,V0821,Meridian Biologics LP 0711,27114.89,10,0.0004,99.871
1494,V1611,Horizon Clinical Reagents Holdings 0871,27054.82,9,0.0004,99.8714
1495,V0872,Harbor Pharmaceuticals Co 3013,27026.98,11,0.0004,99.8717
1496,V0810,Atlas Energy Services Group 2921,27016.11,13,0.0004,99.8721
1497,V0592,Highland Software Solutions Ltd 0464,27005.75,18,0.0004,99.8725
1498,V1774,Sterling Supply Company Corp 1642,26947.45,17,0.0004,99.8729
1499,V0060,Integrated Diagnostics Ltd 2842,26891.31,16,0.0004,99.8732
1500,V3248,Reliable Business Products Holdings 2625,26744.93,12,0.0004,99.8736
1501,V2502,Cascade Partners LLP Co 2786,26633.27,12,0.0004,99.874
1502,V1934,Meridian General Supply Group 2321,26551.78,15,0.0004,99.8743
1503,V3160,Southpoint Lab Solutions LLC 3449,26528.18,13,0.0004,99.8747
1504,V0505,Brightline Environmental Svcs Corp 1864,26449.72,17,0.0004,99.8751
1505,V2786,United Advisory Partners Co 1175,26328.41,10,0.0004,99.8754
1506,V2190,Horizon Conference Group Inc 1470,26277.53,10,0.0004,99.8758
1507,V2012,Crescent BioSupply Holdings 0172,26275.1,15,0.0004,99.8762
1508,V2583,Liberty Pharmaceuticals Ltd 1708,26106.81,10,0.0004,99.8765
1509,V1062,Advanced Partners LLP Inc 3140,26096.62,15,0.0004,99.8769
1510,V1288,Crescent BioSupply Holdings 1672,26075.99,19,0.0004,99.8772
1511,V1597,Ironwood Surgical Systems Inc 0862,26023.57,11,0.0004,99.8776
1512,V2917,Beacon Diagnostics Supply Group 2011,25780.95,16,0.0004,99.878
1513,V0860,Dominion Building Maintenance Ltd 1396,25738.97,12,0.0004,99.8783
1514,V2191,Pinnacle MedTech Inc 2124,25579.54,13,0.0004,99.8787
1515,V2367,Cardinal Diagnostics Supply LLC 3441,25520.62,8,0.0004,99.879
1516,V0339,Cornerstone Pharmaceuticals Co 0661,25514.2,14,0.0004,99.8794
1517,V0837,Crescent Locum Partners Holdings 1104,25448.58,12,0.0004,99.8797
1518,V1642,Sentinel Drug Supply Holdings 2230,25437.79,17,0.0004,99.8801
1519,V2496,National Mechanical Group Inc 2009,25382.04,14,0.0004,99.8804
1520,V1330,Coastal Surgical Systems LLC 2413,25382.0,9,0.0004,99.8808
1521,V0737,Meridian MedTech Co 0295,25370.38,13,0.0004,99.8811
1522,V0037,Beacon Medical Devices Group 2450,25199.23,11,0.0003,99.8815
1523,V0840,United Property Mgmt Inc 2814,25040.55,7,0.0003,99.8818
1524,V2283,Pinnacle Diagnostics Supply Corp 3220,24893.47,10,0.0003,99.8822
1525,V3032,Sterling Biologics Group 3182,24867.15,12,0.0003,99.8825
1526,V2522,Advanced Environmental Svcs Corp 0855,24850.45,9,0.0003,99.8829
1527,V2717,National Mechanical Group Co 2560,24757.29,11,0.0003,99.8832
1528,V3418,Beacon Business Products Inc 0771,24720.61,9,0.0003,99.8835
1529,V2355,Allied Software Solutions LLC 0144,24646.78,8,0.0003,99.8839
1530,V3009,Lakeshore RX Wholesale Co 3331,24625.61,8,0.0003,99.8842
1531,V1778,Southpoint Technology Group Holdings 1140,24573.81,12,0.0003,99.8846
1532,V1319,Granite Workforce Solutions Co 1534,24525.32,11,0.0003,99.8849
1533,V3339,Continental Lab Solutions LLC 2085,24491.96,8,0.0003,99.8852
1534,V0789,Sentinel Business Products Ltd 1666,24452.61,18,0.0003,99.8856
1535,V1229,Cardinal Lodging Partners Corp 3149,24370.67,14,0.0003,99.8859
1536,V0462,Lakeshore Medical Devices Corp 3266,24334.98,8,0.0003,99.8863
1537,V2317,Ironwood Implant Solutions LP 0694,24303.56,9,0.0003,99.8866
1538,V2129,Cornerstone Pharmaceuticals Co 2158,24264.51,9,0.0003,99.8869
1539,V2806,Cascade Lab Solutions Group 2053,24261.29,10,0.0003,99.8873
1540,V0146,Sterling BioSupply Corp 0793,24188.18,8,0.0003,99.8876
1541,V1201,United Environmental Svcs Inc 1255,24167.33,11,0.0003,99.8879
1542,V0670,Sterling Data Systems Co 2389,24078.8,11,0.0003,99.8883
1543,V0130,Bluegrass Advisory Partners Co 2352,24076.85,11,0.0003,99.8886
1544,V0348,Cardinal Laboratory Supply Holdings 2037,24055.29,11,0.0003,99.8889
1545,V2946,Vanguard Health IT Co 1259,24020.63,16,0.0003,99.8893
1546,V3298,Dominion Environmental Svcs Co 2390,23984.36,15,0.0003,99.8896
1547,V0905,Coastal Lodging Partners Corp 1862,23974.39,10,0.0003,99.8899
1548,V2790,Northgate Data Systems Inc 0337,23934.03,13,0.0003,99.8903
1549,V2048,Paramount Facilities Services Co 1757,23849.22,6,0.0003,99.8906
1550,V3380,Metro Conference Group LP 0256,23784.84,10,0.0003,99.8909
1551,V1882,Summit Partners LLP LLC 1003,23783.33,8,0.0003,99.8912
1552,V2315,Cornerstone Laboratory Supply Holdings 2662,23777.63,14,0.0003,99.8916
1553,V1361,Cascade Consulting Group Co 1657,23777.32,15,0.0003,99.8919
1554,V2740,Coastal Advisory Partners Inc 1190,23728.21,9,0.0003,99.8922
1555,V1272,Apex Technology Group Inc 1500,23706.77,10,0.0003,99.8926
1556,V1527,Advanced Laboratory Supply Holdings 2971,23634.22,7,0.0003,99.8929
1557,V2922,Meridian Pharmaceuticals Ltd 1556,23599.67,14,0.0003,99.8932
1558,V3265,Highland Diagnostics Supply Co 1668,23553.19,12,0.0003,99.8935
1559,V1805,Advanced Consulting Group LP 1122,23500.44,12,0.0003,99.8939
1560,V2456,Harbor Mechanical Group LLC 1979,23314.95,20,0.0003,99.8942
1561,V3274,Vertex Healthcare Staffing Corp 2706,23300.98,13,0.0003,99.8945
1562,V2193,Continental Clinical Staffing Co 0040,23256.39,13,0.0003,99.8948
1563,V0848,Heritage Professional Services Co 1803,23213.96,13,0.0003,99.8952
1564,V1705,Northgate Mechanical Group LLC 0490,23213.68,11,0.0003,99.8955
1565,V0042,Precision Supply Company Ltd 1617,23176.78,9,0.0003,99.8958
1566,V0125,Beacon Drug Supply Inc 2315,23159.51,13,0.0003,99.8961
1567,V0520,Meridian General Supply Inc 1431,23114.9,19,0.0003,99.8964
1568,V0429,Continental Pharma Distribution Group 1868,23012.32,14,0.0003,99.8968
1569,V2986,Northgate Laboratory Supply Co 0542,22885.96,12,0.0003,99.8971
1570,V0440,Integrated Consulting Group LLC 2395,22866.63,10,0.0003,99.8974
1571,V1019,Granite Pharmaceuticals Inc 1957,22731.85,16,0.0003,99.8977
1572,V1119,United Clinical Reagents Corp 2166,22730.0,7,0.0003,99.898
1573,V0889,Sentinel Medical Devices Holdings 0568,22676.17,16,0.0003,99.8983
1574,V1517,Advanced Surgical Systems Corp 1931,22674.22,20,0.0003,99.8986
1575,V1200,Dominion Workforce Solutions Group 3185,22654.28,7,0.0003,99.899
1576,V0464,Dominion Laboratory Supply LLC 3188,22523.34,7,0.0003,99.8993
1577,V3290,Vanguard Technology Group Corp 1025,22510.37,18,0.0003,99.8996
1578,V1838,Apex Software Solutions Ltd 0128,22503.17,9,0.0003,99.8999
1579,V2429,United Consulting Group LLC 1465,22397.56,16,0.0003,99.9002
1580,V1251,National Pharmaceuticals Corp 3390,22380.48,9,0.0003,99.9005
1581,V2029,Regional Environmental Svcs LLC 0976,22379.91,7,0.0003,99.9008
1582,V2103,Integrated Supply Company Co 0424,22304.36,11,0.0003,99.9011
1583,V2001,Premier Office Supply Ltd 0550,22189.62,12,0.0003,99.9014
1584,V0444,Precision Medical Devices LLC 3445,22166.42,8,0.0003,99.9017
1585,V2993,Heritage Clinical Reagents Inc 0594,22116.51,12,0.0003,99.902
1586,V2821,Trinity Diagnostics Supply Ltd 0695,22067.19,12,0.0003,99.9024
1587,V0095,Bluegrass Lab Solutions Corp 0599,22026.11,15,0.0003,99.9027
1588,V3394,United Biologics LLC 1168,21920.09,17,0.0003,99.903
1589,V0745,Meridian Mechanical Group LP 2313,21905.72,12,0.0003,99.9033
1590,V0075,Southpoint Biologics LP 2396,21735.18,5,0.0003,99.9036
1591,V1376,Keystone Pharma Distribution Holdings 1560,21711.4,11,0.0003,99.9039
1592,V0052,United Biologics Group 1498,21709.45,9,0.0003,99.9042
1593,V1493,Premier Associates Inc 1351,21650.99,10,0.0003,99.9045
1594,V1375,Heritage Water Authority Corp 0166,21561.77,19,0.0003,99.9048
1595,V3516,Allied.Software Solutions Inc 1076,21473.38,9,0.0003,99.9051
1596,V2879,Precision Mechanical Group LLC 0821,21427.75,9,0.0003,99.9054
1597,V0188,Beacon RX Wholesale LP 2349,21404.73,14,0.0003,99.9057
1598,V2026,Continental Technology Group Holdings 0551,21402.27,12,0.0003,99.9059
1599,V0223,Crescent Consulting Group Group 1123,21298.07,8,0.0003,99.9062
1600,V3419,Evergreen Pharma Distribution LLC 3474,21296.16,11,0.0003,99.9065
1601,V0691,Dominion Clinical Reagents Holdings 0510,21154.74,9,0.0003,99.9068
1602,V1346,Ironwood Associates Ltd 0218,21135.66,12,0.0003,99.9071
1603,V2316,Cornerstone Clinical Reagents LLC 1391,21108.98,13,0.0003,99.9074
1604,V3459,Cornerstone Pharmaceuticals Ltd 1680,21099.12,11,0.0003,99.9077
1605,V3328,Allied Print Services Ltd 1360,21083.4,11,0.0003,99.908
1606,V0949,Regional Supply Company Co 1070,21034.41,14,0.0003,99.9083
1607,V1914,Keystone Building Maintenance Corp 2657,21029.06,5,0.0003,99.9086
1608,V1957,Highland Building Maintenance Co 3090,21020.84,15,0.0003,99.9089
1609,V1306,United Travel Services Group 0485,20966.45,12,0.0003,99.9092
1610,V2709,Paramount MedTech Group 2946,20844.41,17,0.0003,99.9094
1611,V2124,Granite MedTech LLC 0674,20700.65,15,0.0003,99.9097
1612,V1916,Regional Surgical Systems Corp 2974,20641.39,12,0.0003,99.91
1613,V0246,Premier Office Supply Ltd 0030,20485.0,4,0.0003,99.9103
1614,V1427,Harbor Pharmaceuticals Corp 2748,20443.75,16,0.0003,99.9106
1615,V2741,Cardinal RX Wholesale Corp 0023,20354.49,12,0.0003,99.9109
1616,V0027,Harbor Property Mgmt Co 0053,20244.59,5,0.0003,99.9111
1617,V1591,Allied Implant Solutions LLC 3108,20179.01,8,0.0003,99.9114
1618,V0093,Allied Software Solutions LLC 0480,20011.28,12,0.0003,99.9117
1619,V2613,Beacon Mechanical Group Co 1524,19975.83,6,0.0003,99.912
1620,V0449,Southpoint Drug Supply Group 3155,19966.83,14,0.0003,99.9123
1621,V1388,Sentinel BioSupply LLC 1973,19959.25,15,0.0003,99.9125
1622,V2545,Highland Building Maintenance Corp 0228,19813.99,10,0.0003,99.9128
1623,V1754,Southpoint Business Products Holdings 0029,19737.97,10,0.0003,99.9131
1624,V1215,Vertex Lab Solutions LLC 1631,19733.73,8,0.0003,99.9134
1625,V2308,Pinnacle Health IT Ltd 0672,19721.14,12,0.0003,99.9136
1626,V2991,Vanguard Business Products Holdings 2364,19715.99,11,0.0003,99.9139
1627,V0539,Sterling Diagnostics Holdings 0365,19715.96,14,0.0003,99.9142
1628,V1003,Frontier Diagnostics Group 2618,19691.49,8,0.0003,99.9144
1629,V2387,Trinity Utility Services Holdings 1806,19570.59,9,0.0003,99.9147
1630,V1341,Continental Implant Solutions Group 2481,19505.67,5,0.0003,99.915
1631,V0812,Riverside Pharma Distribution Inc 2170,19471.87,19,0.0003,99.9153
1632,V1400,Cornerstone Data Systems Group 3052,19437.4,13,0.0003,99.9155
1633,V2375,Frontier Cloud Services Holdings 0874,19413.45,14,0.0003,99.9158
1634,V0668,Integrated Gas Company Holdings 1578,19380.41,10,0.0003,99.9161
1635,V3205,Riverside Events Management LLC 2515,19349.37,14,0.0003,99.9163
1636,V1795,United Hospitality Group LLC 1002,19241.17,12,0.0003,99.9166
1637,V0950,Beacon BioSupply Co 0454,19221.64,14,0.0003,99.9169
1638,V2648,Northgate Print Services Ltd 3031,19217.03,6,0.0003,99.9171
1639,V3407,Sterling Property Mgmt Holdings 0714,19215.96,11,0.0003,99.9174
1640,V2320,Meridian Conference Group Corp 2040,19125.48,9,0.0003,99.9177
1641,V2349,Summit Pharma Distribution LLC 2348,19099.86,12,0.0003,99.9179
1642,V0165,Coastal Building Maintenance Co 3417,19093.63,12,0.0003,99.9182
1643,V1347,Harbor Cloud Services Group 3329,18926.65,8,0.0003,99.9184
1644,V2688,United Partners LLP Corp 2039,18916.35,17,0.0003,99.9187
1645,V0759,Liberty Biologics Co 1163,18885.64,9,0.0003,99.919
1646,V2513,Integrated MedTech Group 1951,18869.1,15,0.0003,99.9192
1647,V0021,Precision Clinical Staffing Group 2612,18860.16,10,0.0003,99.9195
1648,V1408,National Pharmaceuticals Holdings 0153,18843.79,13,0.0003,99.9197
1649,V1710,Dominion Diagnostics Supply Corp 1040,18770.47,10,0.0003,99.92
1650,V0372,Cornerstone Laboratory Supply Co 0003,18740.95,10,0.0003,99.9203
1651,V0472,Bluegrass Property Mgmt LP 0079,18685.86,9,0.0003,99.9205
1652,V2266,Vanguard Diagnostics LP 3239,18600.5,10,0.0003,99.9208
1653,V3500,Liberty Print Services Group 0178,18552.05,19,0.0003,99.921
1654,V3271,Bluegrass Hospitality Group Inc 1771,18369.18,21,0.0003,99.9213
1655,V3076,Cascade Hospitality Group Ltd 0667,18335.19,7,0.0003,99.9215
1656,V1874,Sentinel Gas Company LLC 0405,18325.54,18,0.0003,99.9218
1657,V2916,Granite Implant Solutions Ltd 2960,18224.54,8,0.0003,99.9221
1658,V2207,Atlas Locum Partners Inc 0249,18178.51,9,0.0003,99.9223
1659,V0237,Sentinel Facilities Services Ltd 0858,18111.29,11,0.0003,99.9226
1660,V2704,Southpoint Office Supply Ltd 0880,18100.83,10,0.0003,99.9228
1661,V0932,Cornerstone Technology Group Inc 0054,18058.33,10,0.0002,99.9231
1662,V2914,Paramount Consulting Group Ltd 3326,18042.65,16,0.0002,99.9233
1663,V2799,Southpoint Consulting Group Ltd 0082,18034.21,12,0.0002,99.9236
1664,V0787,Southpoint Office Supply LLC 1489,18025.18,11,0.0002,99.9238
1665,V0227,Apex Biologics Inc 1853,17845.02,11,0.0002,99.924
1666,V0993,Riverside Office Supply Ltd 0356,17839.13,12,0.0002,99.9243
1667,V1130,Pinnacle Water Authority Corp 1460,17801.75,8,0.0002,99.9245
1668,V1495,Vanguard Cloud Services LP 0659,17716.93,8,0.0002,99.9248
1669,V0590,Metro RX Wholesale Holdings 0579,17603.54,20,0.0002,99.925
1670,V0103,Highland Laboratory Supply Corp 2382,17538.06,12,0.0002,99.9253
1671,V1522,Bluegrass Environmental Svcs Corp 2087,17318.15,11,0.0002,99.9255
1672,V1123,Evergreen Print Services Inc 2385,17234.26,6,0.0002,99.9258
1673,V0806,Northgate Implant Solutions Corp 1054,17157.88,6,0.0002,99.926
1674,V2165,Lakeshore Business Products Corp 2264,17104.97,8,0.0002,99.9262
1675,V0198,Lakeshore Print Services LLC 0656,17075.17,5,0.0002,99.9265
1676,V2957,Brightline Medical Devices Inc 3163,16985.56,7,0.0002,99.9267
1677,V3542,Trinity  Building Maintenance Co 3289,16913.73,18,0.0002,99.9269
1678,V0491,Pinnacle Locum Partners Holdings 2220,16858.12,16,0.0002,99.9272
1679,V3428,Dominion Business Products Holdings 2366,16691.7,10,0.0002,99.9274
1680,V1918,Vertex Staffing Group Inc 3452,16555.38,12,0.0002,99.9276
1681,V2943,Liberty Office Supply LLC 3347,16540.49,6,0.0002,99.9279
1682,V2131,Metro Medical Devices Corp 1277,16412.77,13,0.0002,99.9281
1683,V1183,Evergreen Drug Supply Group 2051,16381.02,14,0.0002,99.9283
1684,V0170,Heritage Conference Group Holdings 2850,16368.4,8,0.0002,99.9285
1685,V2569,Crescent Professional Services Group 0812,16351.81,13,0.0002,99.9288
1686,V2076,Paramount Property Mgmt Co 3035,16324.36,12,0.0002,99.929
1687,V0761,Atlas Locum Partners Group 1872,16249.95,14,0.0002,99.9292
1688,V0084,Reliable Implant Solutions LLC 0442,16132.06,9,0.0002,99.9294
1689,V1291,United Environmental Svcs Inc 0786,16014.15,7,0.0002,99.9297
1690,V2322,Riverside Pharmaceuticals Co 1738,15974.17,9,0.0002,99.9299
1691,V2219,Cornerstone Lodging Partners Corp 1574,15967.35,16,0.0002,99.9301
1692,V0886,Cascade Health IT Holdings 3406,15820.73,10,0.0002,99.9303
1693,V2019,Pinnacle Associates LLC 2306,15816.03,20,0.0002,99.9305
1694,V0709,United Health IT Inc 2925,15815.39,17,0.0002,99.9308
1695,V0911,Vertex Staffing Group Corp 3055,15789.93,7,0.0002,99.931
1696,V0142,Brightline Facilities Services Holdings 1089,15740.17,9,0.0002,99.9312
1697,V0773,Regional Professional Services Co 2370,15717.69,8,0.0002,99.9314
1698,V1827,Granite Facilities Services Co 1188,15711.7,8,0.0002,99.9316
1699,V0677,Brightline Events Management Inc 2213,15704.87,11,0.0002,99.9318
1700,V2234,Keystone Events Management Group 0206,15630.07,17,0.0002,99.9321
1701,V2778,Crescent Environmental Svcs Co 1769,15440.95,11,0.0002,99.9323
1702,V1471,Metro Hospitality Group Group 1977,15438.7,11,0.0002,99.9325
1703,V0268,Allied Medical Devices Co 2386,15300.23,9,0.0002,99.9327
1704,V1202,Sterling Property Mgmt Ltd 2742,15294.94,7,0.0002,99.9329
1705,V1614,Reliable Technology Group LP 0740,15242.37,9,0.0002,99.9331
1706,V0986,Beacon Hospitality Group LP 2127,15221.74,9,0.0002,99.9333
1707,V0948,Cascade Supply Company Co 0999,15181.81,6,0.0002,99.9335
1708,V1261,Coastal Pharma Distribution Co 1257,15160.92,13,0.0002,99.9337
1709,V0336,Pinnacle Partners LLP LLC 1963,15155.23,11,0.0002,99.934
